,0
nflow_acic_0_TNet(),0.3413161182840483
nflow_acic_0_PWNet(),0.29529362765514366
nflow_acic_0_RANet(),0.6443148688046647
nflow_acic_0_DRNet(),0.7809246147438568
arf_acic_3_TNet(),0.20137442732194918
arf_acic_3_PWNet(),0.16409829237817575
arf_acic_3_RANet(),0.23344439816743023
arf_acic_3_DRNet(),0.7126197417742607
nflow_acic_4_TNet(),0.324448146605581
nflow_acic_4_PWNet(),0.582673885880883
nflow_acic_4_RANet(),0.6482715535193669
nflow_acic_4_DRNet(),0.6526447313619326
ctgan_acic_2_TNet(),0.4922948771345273
ctgan_acic_2_PWNet(),0.20678883798417327
ctgan_acic_2_RANet(),0.465847563515202
ctgan_acic_2_DRNet(),0.2221990837151187
tvae_acic_0_TNet(),0.3119533527696793
tvae_acic_0_PWNet(),0.21032902957101207
tvae_acic_0_RANet(),0.30903790087463556
tvae_acic_0_DRNet(),0.3577675968346522
ddpm_acic_0_TNet(),0.8475635152019991
ddpm_acic_0_PWNet(),0.36214077467721784
ddpm_acic_0_RANet(),0.8477717617659308
ddpm_acic_0_DRNet(),0.8198667221990837
arf_acic_1_TNet(),0.23719283631820076
arf_acic_1_PWNet(),0.30570595585172844
arf_acic_1_RANet(),0.24906289046230737
arf_acic_1_DRNet(),0.16472303206997085
arf_acic_2_TNet(),0.4327363598500625
arf_acic_2_PWNet(),0.8377759266972095
arf_acic_2_RANet(),0.40837151187005416
arf_acic_2_DRNet(),0.17159516867971678
nflow_acic_2_TNet(),0.253436068304873
nflow_acic_2_PWNet(),0.6711786755518534
nflow_acic_2_RANet(),0.32694710537276134
nflow_acic_2_DRNet(),0.32757184506455644
tvae_acic_2_TNet(),0.28508954602249065
tvae_acic_2_PWNet(),0.43481882548937945
tvae_acic_2_RANet(),0.2044981257809246
tvae_acic_2_DRNet(),0.19762598917117868
ctgan_acic_4_TNet(),0.5360266555601833
ctgan_acic_4_PWNet(),0.4625156184922949
ctgan_acic_4_RANet(),0.4096209912536443
ctgan_acic_4_DRNet(),0.7463556851311953
ddpm_acic_2_TNet(),0.41607663473552686
ddpm_acic_2_PWNet(),0.6522282382340692
ddpm_acic_2_RANet(),0.8063306955435235
ddpm_acic_2_DRNet(),0.29300291545189505
ctgan_acic_1_TNet(),0.24947938359017077
ctgan_acic_1_PWNet(),0.15535193669304456
ctgan_acic_1_RANet(),0.21907538525614328
ctgan_acic_1_DRNet(),0.1672219908371512
arf_acic_0_TNet(),0.19700124947938358
arf_acic_0_PWNet(),0.8194502290712203
arf_acic_0_RANet(),0.18638067471886713
arf_acic_0_DRNet(),0.2817576009995835
arf_acic_4_TNet(),0.25801749271137026
arf_acic_4_PWNet(),0.8454810495626822
arf_acic_4_RANet(),0.2311536859641816
arf_acic_4_DRNet(),0.22094960433152852
ctgan_acic_3_TNet(),0.4246147438567264
ctgan_acic_3_PWNet(),0.8479800083298625
ctgan_acic_3_RANet(),0.23615160349854228
ctgan_acic_3_DRNet(),0.2673885880882965
tvae_acic_1_TNet(),0.2592669720949604
tvae_acic_1_PWNet(),0.39670970428987923
tvae_acic_1_RANet(),0.25780924614743855
tvae_acic_1_DRNet(),0.22136609745939193
ctgan_acic_0_TNet(),0.39962515618492295
ctgan_acic_0_PWNet(),0.2825905872553103
ctgan_acic_0_RANet(),0.31132861307788423
ctgan_acic_0_DRNet(),0.20262390670553937
ddpm_acic_1_TNet(),0.7771761765930862
ddpm_acic_1_PWNet(),0.46688879633486047
ddpm_acic_1_RANet(),0.7278217409412745
ddpm_acic_1_DRNet(),0.37817576009995835
ddpm_acic_3_TNet(),0.8288213244481466
ddpm_acic_3_PWNet(),0.7605164514785506
ddpm_acic_3_RANet(),0.5793419408579759
ddpm_acic_3_DRNet(),0.7299042065805914
tvae_acic_3_TNet(),0.20678883798417327
tvae_acic_3_PWNet(),0.6153685964181591
tvae_acic_3_RANet(),0.24802165764264889
tvae_acic_3_DRNet(),0.2263640149937526
tvae_acic_4_TNet(),0.43502707205331115
tvae_acic_4_PWNet(),0.84152436484798
tvae_acic_4_RANet(),0.2863390254060808
tvae_acic_4_DRNet(),0.16805497709287798
ddpm_acic_4_TNet(),0.34881299458558934
ddpm_acic_4_PWNet(),0.16888796334860476
ddpm_acic_4_RANet(),0.20678883798417327
ddpm_acic_4_DRNet(),0.17409412744689712
nflow_acic_1_TNet(),0.42669720949604334
nflow_acic_1_PWNet(),0.8275718450645564
nflow_acic_1_RANet(),0.7319866722199083
nflow_acic_1_DRNet(),0.15972511453561017
nflow_acic_3_TNet(),0.607871720116618
nflow_acic_3_PWNet(),0.8404831320283215
nflow_acic_3_RANet(),0.5414410662224073
nflow_acic_3_DRNet(),0.3723448563098709
real_TNet(),0.05539358600583091
real_PWNet(),0.3690129112869638
real_RANet(),0.052894627238650564
real_DRNet(),0.07017909204498125
